loan_amnt,total_acc,loan_status,funded_amnt,id,grade,emp_length,revol_bal,annual_inc,issue_date,addr_state
15000,11,Fully Paid,15000,596578,C,6 years,9501,48000,01/10/2010,IL
6200,16,Fully Paid,6200,596577,D,2 years,14860,64000,01/10/2010,GA
3500,31,Fully Paid,3500,596435,A,10+ years,3032,20004,01/10/2010,CA
3000,32,Fully Paid,3000,596567,B,3 years,4929,106000,01/10/2010,CT
9875,17,Fully Paid,9875,592599,A,10+ years,13873,84000,01/10/2010,VA
25000,12,Charged Off,17500,593370,C,10+ years,24666,49068,01/10/2010,FL
2000,26,Charged Off,2000,596450,D,3 years,8002,42000,01/10/2010,PA
10000,27,Fully Paid,10000,596513,C,10+ years,7257,667680,01/10/2010,TX
9000,34,Fully Paid,9000,588189,A,10+ years,36960,65000,01/10/2010,VA
5000,16,Charged Off,5000,596491,C,3 years,0,45000,01/10/2010,TX
10000,50,Charged Off,10000,593946,A,< 1 year,13043,31000,01/10/2010,NJ
5000,24,Fully Paid,5000,596459,A,6 years,27,43000,01/10/2010,NJ
3000,5,Fully Paid,3000,596426,D,4 years,0,30000,01/10/2010,NJ
3200,10,Fully Paid,3200,592608,A,2 years,1101,35496,01/10/2010,KY
12000,27,Fully Paid,12000,596439,C,4 years,43604,125000,01/10/2010,TX
8500,30,Fully Paid,8500,579302,D,10+ years,5069,49000,01/10/2010,FL
17000,16,Fully Paid,12625,596423,D,< 1 year,14962,55000,01/10/2010,MA
11000,23,Fully Paid,11000,596403,A,n/a,31593,70000,01/10/2010,MI
7000,21,Charged Off,7000,596350,D,n/a,10148,28800,01/10/2010,CA
6000,14,Fully Paid,6000,596398,B,3 years,8802,39900,01/10/2010,FL
6000,46,Fully Paid,6000,596391,C,8 years,6111,30000,01/10/2010,TX
24000,11,Fully Paid,24000,595901,C,5 years,21557,72000,01/10/2010,TX
10000,18,Fully Paid,10000,596371,B,10+ years,11366,102000,01/10/2010,FL
3500,31,Charged Off,3500,596346,D,10+ years,13537,96000,01/10/2010,MD
5000,10,Fully Paid,5000,596327,B,< 1 year,2670,30159,01/10/2010,VA
7000,16,Fully Paid,7000,596308,D,5 years,5346,70000,01/10/2010,SC
10000,32,Fully Paid,10000,596274,A,5 years,23421,53000,01/10/2010,FL
8500,28,Fully Paid,8500,596243,D,10+ years,9997,85000,01/10/2010,TX
8000,16,Fully Paid,8000,594022,B,6 years,10506,50000,01/10/2010,WA
22000,22,Fully Paid,22000,595127,F,10+ years,15236,92256,01/10/2010,HI
25000,42,Fully Paid,25000,596211,D,2 years,60301,107400,01/10/2010,CO
3000,36,Fully Paid,3000,595744,A,8 years,1403,58000,01/10/2010,OH
2600,16,Fully Paid,2600,596169,B,2 years,3273,48000,01/10/2010,CA
8000,26,Fully Paid,8000,596171,D,10+ years,20064,75000,01/10/2010,CT
5000,18,Fully Paid,5000,596115,B,1 year,1069,66924,01/10/2010,TX
2500,14,Fully Paid,2500,595312,C,10+ years,12155,72000,01/10/2010,MD
6000,28,Fully Paid,6000,596142,B,10+ years,8215,50000,01/10/2010,AZ
15000,24,Fully Paid,15000,596139,C,10+ years,10420,54000,01/10/2010,AL
10200,18,Fully Paid,10200,596124,E,10+ years,7706,53000,01/10/2010,MD
9000,10,Fully Paid,9000,594117,C,4 years,19960,51400,01/10/2010,VA
7200,11,Fully Paid,7200,595501,B,2 years,2753,36000,01/10/2010,PA
1000,4,Fully Paid,1000,593188,C,1 year,479,12000,01/10/2010,NY
6150,12,Fully Paid,6150,590866,E,3 years,2129,68724,01/10/2010,CA
4400,16,Fully Paid,4400,594919,D,2 years,5682,39000,01/10/2010,DE
25000,44,Fully Paid,22275,595945,B,10+ years,45858,155000,01/10/2010,CA
6000,8,Fully Paid,6000,595917,E,2 years,5610,27600,01/10/2010,OH
20000,21,Fully Paid,20000,595847,D,1 year,16943,41000,01/10/2010,CA
13000,27,Fully Paid,13000,595880,B,10+ years,1799,63600,01/10/2010,FL
4200,26,Fully Paid,4200,595846,C,1 year,6209,27996,01/10/2010,NJ
6000,63,Fully Paid,6000,594970,A,2 years,3457,120000,01/10/2010,IL
9000,9,Charged Off,9000,594180,A,< 1 year,2259,20400,01/10/2010,MA
4500,19,Fully Paid,4500,595820,A,5 years,6031,28800,01/10/2010,VT
3850,26,Charged Off,3850,594446,B,< 1 year,888,20796,01/10/2010,NJ
2400,9,Charged Off,2400,595785,B,7 years,6825,46800,01/10/2010,NY
3000,29,Fully Paid,3000,595701,A,10+ years,1892,58000,01/10/2010,CT
10525,15,Fully Paid,10525,595728,C,10+ years,7887,48996,01/10/2010,CA
12000,18,Fully Paid,12000,595691,B,< 1 year,11303,60000,01/10/2010,AL
15000,49,Fully Paid,15000,595659,A,10+ years,24225,60000,01/10/2010,FL
9600,31,Fully Paid,9600,595648,E,< 1 year,7573,50000,01/10/2010,NY
15200,17,Fully Paid,15200,595627,D,4 years,27843,53000,01/10/2010,CT
5000,42,Fully Paid,5000,595635,B,10+ years,3711,36000,01/10/2010,PA
2400,22,Fully Paid,2400,595614,A,10+ years,20215,48989,01/10/2010,AZ
3200,7,Fully Paid,3200,595532,D,10+ years,4912,35000,01/10/2010,GA
7200,16,Fully Paid,7200,588235,D,3 years,6585,38112,01/10/2010,NY
1200,25,Fully Paid,1200,595476,C,< 1 year,0,52000,01/10/2010,VA
4800,14,Fully Paid,4800,593988,A,3 years,44333,40000,01/10/2010,UT
10000,17,Fully Paid,10000,595465,B,< 1 year,1,75000,01/10/2010,NY
4800,21,Fully Paid,4800,594069,D,n/a,1757,33600,01/10/2010,FL
5000,14,Fully Paid,5000,595405,E,10+ years,8367,54828,01/10/2010,DE
20000,31,Fully Paid,20000,595104,A,3 years,2676,96000,01/10/2010,WV
4750,34,Fully Paid,4750,594164,A,1 year,11855,35004,01/10/2010,RI
17500,17,Fully Paid,17500,595377,C,5 years,18443,47500,01/10/2010,NY
10000,25,Fully Paid,10000,595359,C,4 years,5539,30000,01/10/2010,CT
3400,23,Fully Paid,3400,594454,A,10+ years,3446,69996,01/10/2010,TX
14400,22,Fully Paid,14400,595319,D,1 year,24656,96000,01/10/2010,CA
10400,47,Fully Paid,10400,594923,B,n/a,16169,145000,01/10/2010,AZ
1200,50,Fully Paid,1200,595302,D,2 years,3425,85000,01/10/2010,GA
6500,32,Fully Paid,6500,595284,A,2 years,3748,42000,01/10/2010,FL
8000,26,Fully Paid,8000,595265,B,2 years,9345,28000,01/10/2010,AR
6000,28,Charged Off,6000,595226,A,10+ years,13571,35000,01/10/2010,FL
3000,29,Fully Paid,3000,595223,A,n/a,2748,46000,01/10/2010,GA
4000,8,Fully Paid,4000,595219,C,10+ years,7210,51996,01/10/2010,FL
25000,6,Charged Off,18925,595190,E,3 years,6265,60000,01/10/2010,IL
12000,20,Fully Paid,12000,595187,B,< 1 year,28342,89000,01/10/2010,VA
25000,45,Fully Paid,18350,595153,B,6 years,35673,129996,01/10/2010,CA
10000,18,Fully Paid,10000,585459,C,2 years,11168,756000,01/10/2010,VA
6400,19,Charged Off,6400,594013,D,4 years,6047,35000,01/10/2010,MA
15000,21,Fully Paid,15000,594718,A,4 years,8731,74872,01/10/2010,VA
12000,35,Fully Paid,10450,595074,E,10+ years,4539,82000,01/10/2010,AZ
15000,28,Fully Paid,12800,593978,E,1 year,15052,90000,01/10/2010,NY
12000,14,Fully Paid,12000,592509,E,< 1 year,21894,45000,01/10/2010,NY
14500,13,Fully Paid,14500,594521,C,10+ years,21447,40581,01/10/2010,OH
11500,32,Fully Paid,11500,594712,A,10+ years,84909,175000,01/10/2010,TX
1200,11,Fully Paid,1200,594947,D,8 years,12461,39996,01/10/2010,VA
11200,4,Fully Paid,11200,594944,C,2 years,0,32600,01/10/2010,CA
16750,23,Fully Paid,16750,594908,E,6 years,18811,55000,01/10/2010,NY
8000,33,Fully Paid,8000,594924,C,3 years,24389,100000,01/10/2010,WA
5000,5,Fully Paid,5000,594906,A,1 year,2227,27000,01/10/2010,CA
10000,44,Fully Paid,10000,594884,A,4 years,31419,166000,01/10/2010,VA
13000,16,Fully Paid,13000,590818,C,< 1 year,8305,36000,01/10/2010,CA
15000,35,Fully Paid,15000,594883,E,10+ years,18674,60000,01/10/2010,MI
4900,20,Fully Paid,4900,594873,D,4 years,1284,72000,01/10/2010,CA
6200,33,Fully Paid,6200,589526,E,3 years,7412,38000,01/10/2010,GA
20000,16,Fully Paid,20000,594814,B,9 years,63900,121400,01/10/2010,CA
3000,9,Fully Paid,3000,594800,B,4 years,10917,96000,01/10/2010,CA
24000,16,Fully Paid,24000,594790,A,4 years,33122,140000,01/10/2010,AZ
2800,21,Fully Paid,2800,594569,C,10+ years,15588,40000,01/10/2010,WA
25000,26,Fully Paid,25000,594789,B,2 years,34912,125000,01/10/2010,DC
6250,44,Fully Paid,6250,594769,B,3 years,3712,32000,01/10/2010,VA
22750,27,Fully Paid,20800,594768,D,9 years,27443,43000,01/10/2010,NY
4500,42,Fully Paid,4500,594744,A,10+ years,105245,137000,01/10/2010,VA
12000,7,Fully Paid,12000,566017,D,3 years,15400,46800,01/10/2010,NY
24000,37,Fully Paid,18600,577122,B,10+ years,7849,130000,01/10/2010,GA
8000,13,Fully Paid,8000,549140,C,10+ years,3150,52000,01/10/2010,OH
7500,45,Fully Paid,7500,594563,B,10+ years,5053,97000,01/10/2010,KY
3500,11,Fully Paid,3500,594520,C,4 years,11193,43300,01/10/2010,MA
4800,22,Fully Paid,4800,591691,A,8 years,9072,40000,01/10/2010,NY
8500,9,Fully Paid,8500,594026,B,10+ years,9082,32642,01/10/2010,CA
23000,33,Charged Off,23000,594450,D,10+ years,22741,53000,01/10/2010,FL
14000,16,Fully Paid,14000,594452,B,4 years,9521,218000,01/10/2010,IL
11000,9,Charged Off,11000,594206,B,3 years,1407,28560,01/10/2010,NY
3000,10,Fully Paid,3000,594434,D,n/a,2202,25200,01/10/2010,CO
5000,10,Fully Paid,5000,594379,C,10+ years,4720,44991,01/10/2010,TX
5600,31,Fully Paid,5600,594374,C,8 years,12213,76300,01/10/2010,CA
10000,16,Fully Paid,10000,593062,C,< 1 year,8459,125000,01/10/2010,CA
11000,17,Fully Paid,11000,594305,A,6 years,0,59500,01/10/2010,TX
22000,23,Fully Paid,15050,594289,D,10+ years,32477,130000,01/10/2010,CA
6000,26,Fully Paid,6000,594290,B,4 years,3500,70000,01/10/2010,NY
1500,11,Fully Paid,1500,594284,B,n/a,6449,51600,01/10/2010,NV
4000,16,Fully Paid,4000,591511,B,2 years,69,21000,01/10/2010,CO
11000,4,Fully Paid,11000,594261,E,10+ years,6930,41808,01/10/2010,CA
5000,20,Fully Paid,5000,594257,C,7 years,16989,63000,01/10/2010,KY
9800,42,Fully Paid,9800,594190,D,10+ years,12850,75996,01/10/2010,MO
15000,13,Fully Paid,12300,592279,F,5 years,9474,50000,01/10/2010,CA
20000,24,Fully Paid,20000,594196,B,6 years,25463,103000,01/10/2010,NV
10500,32,Fully Paid,10500,592829,E,4 years,12112,65000,01/10/2010,OH
3000,31,Fully Paid,3000,593875,A,10+ years,11762,69996,01/10/2010,CT
1500,8,Fully Paid,1500,594131,A,4 years,1370,19200,01/10/2010,NJ
6000,24,Fully Paid,6000,594115,C,< 1 year,4488,45000,01/10/2010,NY
19200,39,Fully Paid,19200,592552,C,10+ years,9691,97665,01/10/2010,IL
10075,35,Fully Paid,10075,594081,C,1 year,22398,65400,01/10/2010,CA
19000,25,Fully Paid,19000,580676,B,8 years,1142,90000,01/10/2010,MD
12250,13,Charged Off,10100,594052,C,3 years,4050,34000,01/10/2010,FL
16000,12,Fully Paid,16000,594030,B,5 years,5304,42000,01/10/2010,IL
6400,9,Fully Paid,6400,593880,E,6 years,2824,54000,01/10/2010,CO
15000,24,Fully Paid,15000,591361,B,3 years,5432,90000,01/10/2010,FL
20000,17,Fully Paid,20000,593976,B,10+ years,9479,88000,01/10/2010,NY
20000,22,Fully Paid,20000,571035,C,7 years,26701,81754,01/10/2010,CA
20000,39,Charged Off,20000,593417,C,6 years,23988,110000,01/10/2010,NY
8000,11,Fully Paid,8000,593940,A,6 years,3393,24996,01/10/2010,MA
4200,27,Fully Paid,4200,593772,C,1 year,6083,53500,01/10/2010,PA
5000,12,Fully Paid,5000,593916,C,6 years,7646,73000,01/10/2010,MD
6000,14,Fully Paid,6000,593901,A,5 years,289,44500,01/10/2010,FL
10800,21,Charged Off,10800,593853,E,4 years,6952,75000,01/10/2010,NV
6250,23,Fully Paid,6250,592598,A,5 years,7108,76000,01/10/2010,FL
1000,11,Charged Off,1000,593837,D,3 years,1875,14400,01/10/2010,MD
10000,10,Fully Paid,10000,593790,D,3 years,3921,35100,01/10/2010,AZ
15000,20,Fully Paid,15000,593793,C,4 years,10461,111147,01/10/2010,CA
5700,28,Fully Paid,5700,593800,B,< 1 year,20820,52500,01/10/2010,TX
9000,14,Charged Off,9000,593140,D,10+ years,3808,31000,01/10/2010,OR
15000,16,Fully Paid,15000,593735,B,1 year,3067,52600,01/10/2010,MI
10000,30,Fully Paid,10000,593608,B,1 year,36672,159996,01/10/2010,GA
7000,12,Fully Paid,7000,585302,B,7 years,6028,74760,01/10/2010,WI
25000,39,Fully Paid,25000,592932,B,10+ years,6416,95000,01/10/2010,CO
8000,38,Fully Paid,8000,593733,C,10+ years,22673,110000,01/10/2010,IL
9600,28,Fully Paid,9600,593696,C,4 years,11383,85000,01/10/2010,NY
9975,29,Fully Paid,9975,593029,A,< 1 year,6721,65000,01/10/2010,NJ
12500,12,Fully Paid,12500,593712,D,10+ years,9953,48000,01/10/2010,CA
17000,15,Fully Paid,17000,585254,D,4 years,6234,86004,01/10/2010,MA
6000,34,Fully Paid,6000,584687,B,5 years,39599,57600,01/10/2010,MO
5000,39,Fully Paid,5000,592738,B,3 years,62952,140000,01/10/2010,CT
25000,35,Fully Paid,25000,593642,B,4 years,44197,86000,01/10/2010,NV
5000,6,Fully Paid,5000,593616,C,4 years,2508,19968,01/10/2010,OH
7800,12,Fully Paid,7800,591983,B,2 years,11501,36000,01/10/2010,LA
7000,28,Fully Paid,7000,593617,C,2 years,5412,30000,01/10/2010,NY
1500,5,Fully Paid,1500,592949,D,1 year,3745,18996,01/10/2010,AL
16000,11,Charged Off,16000,585502,E,5 years,18607,60000,01/10/2010,VA
4800,27,Fully Paid,4800,593573,B,4 years,11924,42400,01/10/2010,MN
10000,26,Fully Paid,10000,593253,B,10+ years,6283,30000,01/10/2010,SC
24000,18,Fully Paid,24000,593048,B,2 years,33003,120000,01/10/2010,GA
5000,26,Fully Paid,5000,593570,A,10+ years,105130,240000,01/10/2010,CA
2000,13,Fully Paid,2000,593512,A,5 years,2256,18996,01/10/2010,NY
5000,26,Fully Paid,5000,583503,B,10+ years,27121,116480,01/10/2010,PA
1400,14,Fully Paid,1400,591518,B,3 years,236,32400,01/10/2010,OH
8000,16,Charged Off,8000,593420,B,9 years,6693,73716,01/10/2010,CA
5400,18,Fully Paid,5400,593362,A,< 1 year,14576,50000,01/10/2010,NJ
8000,12,Fully Paid,8000,593265,C,2 years,7182,24000,01/10/2010,NY
20000,21,Fully Paid,20000,591487,C,9 years,35161,50000,01/10/2010,WI
10000,27,Fully Paid,10000,593254,F,5 years,9947,54500,01/10/2010,VA
3600,8,Fully Paid,3600,593249,E,1 year,1810,31200,01/10/2010,VA
25000,22,Fully Paid,25000,593161,D,< 1 year,37101,110000,01/10/2010,IL
24000,30,Fully Paid,24000,593259,B,10+ years,24870,58000,01/10/2010,NY
21000,32,Fully Paid,21000,593242,B,10+ years,17858,74000,01/10/2010,NY
2000,15,Fully Paid,2000,593225,B,10+ years,13824,53004,01/10/2010,NY
24000,26,Fully Paid,24000,593238,E,< 1 year,22324,84000,01/10/2010,WA
25000,30,Fully Paid,25000,593211,D,3 years,103,185000,01/10/2010,CA
9000,28,Fully Paid,9000,592402,A,10+ years,6535,60000,01/10/2010,SC
12500,14,Fully Paid,12500,591316,E,10+ years,6333,69996,01/10/2010,AZ
25000,39,Fully Paid,25000,593189,B,1 year,35788,95000,01/10/2010,MD
2500,11,Fully Paid,2500,593181,C,1 year,2888,21600,01/10/2010,TX
2000,13,Fully Paid,2000,586101,A,< 1 year,3072,90000,01/10/2010,NY
25000,28,Fully Paid,25000,593152,B,10+ years,17889,130000,01/10/2010,AL
7500,14,Fully Paid,7500,592018,B,4 years,1400,57600,01/10/2010,OH
3600,17,Fully Paid,3600,593147,B,8 years,3677,38700,01/10/2010,CA
10000,21,Fully Paid,10000,585693,B,10+ years,231,84000,01/10/2010,NH
15000,20,Fully Paid,15000,593121,F,7 years,22207,50000,01/10/2010,PA
10000,18,Fully Paid,10000,585470,B,2 years,172,50004,01/10/2010,PA
17000,22,Fully Paid,17000,579637,F,3 years,3408,48000,01/10/2010,IL
4000,15,Fully Paid,4000,588849,B,4 years,5050,30000,01/10/2010,CA
13000,27,Fully Paid,13000,592017,E,10+ years,18809,55000,01/10/2010,OH
12000,12,Charged Off,12000,593066,C,7 years,7916,32918,01/10/2010,OR
17500,29,Fully Paid,17500,593064,B,3 years,77880,92700,01/10/2010,CA
2500,4,Charged Off,2500,593053,E,2 years,5207,14400,01/10/2010,TX
11200,12,Charged Off,11200,593040,C,7 years,10290,52800,01/10/2010,WV
10000,19,Fully Paid,10000,593031,B,2 years,2884,31000,01/10/2010,AL
7000,35,Fully Paid,7000,591714,B,10+ years,30248,64000,01/10/2010,VA
6400,10,Fully Paid,6400,592064,B,3 years,4998,96000,01/10/2010,CA
10000,18,Charged Off,10000,592953,F,2 years,2475,58000,01/10/2010,TX
5000,13,Fully Paid,5000,592775,A,10+ years,5136,24996,01/10/2010,MI
20000,22,Fully Paid,20000,592930,B,7 years,17143,142500,01/10/2010,LA
6000,7,Fully Paid,6000,592916,C,< 1 year,5791,33280,01/10/2010,MA
1050,6,Fully Paid,1050,592889,C,4 years,2372,36000,01/10/2010,CT
5000,63,Fully Paid,5000,592900,D,10+ years,10025,80000,01/10/2010,CT
4000,32,Fully Paid,4000,592832,D,< 1 year,7848,170000,01/10/2010,CA
15250,17,Fully Paid,15250,592807,C,5 years,14111,45000,01/10/2010,NJ
8000,12,Fully Paid,8000,592772,C,10+ years,9848,89520,01/10/2010,CT
10000,30,Fully Paid,10000,592362,A,3 years,10755,69960,01/10/2010,LA
17000,30,Fully Paid,17000,592749,C,10+ years,40857,103000,01/10/2010,RI
3000,20,Fully Paid,3000,592737,B,10+ years,4039,30000,01/10/2010,WA
5000,29,Fully Paid,5000,592672,D,3 years,4765,29100,01/10/2010,NY
2000,3,Fully Paid,2000,592639,G,5 years,493,30000,01/10/2010,MA
3025,3,Fully Paid,3025,592140,D,2 years,210,27000,01/10/2010,FL
2000,4,Fully Paid,2000,587205,B,< 1 year,3859,34860,01/10/2010,CA
9600,10,Fully Paid,9600,592635,B,3 years,9083,24000,01/10/2010,AZ
7000,17,Charged Off,7000,592571,C,3 years,1978,50000,01/10/2010,NY
1500,18,Fully Paid,1500,592570,A,2 years,33,25000,01/10/2010,TX
5000,22,Fully Paid,5000,592557,E,9 years,5506,51600,01/10/2010,FL
12000,8,Fully Paid,12000,592550,F,< 1 year,5679,100000,01/10/2010,NY
3000,21,Fully Paid,3000,579553,B,2 years,3098,37000,01/10/2010,PA
1800,24,Charged Off,1800,592535,C,10+ years,273,29040,01/10/2010,MA
8000,24,Fully Paid,8000,592483,C,n/a,10824,144000,01/10/2010,MO
6300,12,Fully Paid,6300,592470,B,< 1 year,6428,57600,01/10/2010,NY
14500,10,Charged Off,14500,592468,E,7 years,20186,32000,01/10/2010,MO
11000,17,Charged Off,11000,592473,C,5 years,10424,100000,01/10/2010,CA
9000,28,Fully Paid,9000,588716,D,10+ years,5377,90000,01/10/2010,UT
17000,14,Fully Paid,17000,592416,B,3 years,26404,45792,01/10/2010,CA
16000,27,Fully Paid,16000,573443,C,1 year,6567,65000,01/10/2010,PA
12000,25,Fully Paid,12000,587945,B,2 years,15576,123144,01/10/2010,MD
16000,18,Fully Paid,16000,592370,B,10+ years,3082,74337,01/10/2010,CA
9000,27,Charged Off,9000,592367,D,10+ years,4492,54000,01/10/2010,CA
13000,40,Fully Paid,13000,592359,A,< 1 year,6996,93000,01/10/2010,TX
4000,17,Fully Paid,4000,592342,B,5 years,4619,55000,01/10/2010,CA
16750,29,Fully Paid,16750,590906,C,< 1 year,34479,84996,01/10/2010,AL
6000,34,Fully Paid,6000,592230,A,9 years,18404,77004,01/10/2010,IL
2500,11,Charged Off,2500,592263,A,3 years,842,36000,01/10/2010,GA
6000,13,Fully Paid,6000,592227,A,2 years,1797,564000,01/10/2010,CA
11500,32,Fully Paid,11500,585697,A,10+ years,11427,54000,01/10/2010,TX
9700,19,Fully Paid,9700,592008,E,5 years,52910,68000,01/10/2010,NJ
2400,10,Fully Paid,2400,592219,C,n/a,0,18000,01/10/2010,OH
25000,15,Fully Paid,25000,572573,B,5 years,14477,83000,01/10/2010,NY
4500,5,Charged Off,4500,590309,E,2 years,3345,21000,01/10/2010,FL
10000,15,Charged Off,10000,592186,B,3 years,2457,60000,01/10/2010,NY
2000,13,Fully Paid,2000,592167,B,9 years,0,40000,01/10/2010,NJ
10000,17,Fully Paid,10000,591048,F,10+ years,5444,48000,01/10/2010,LA
20000,13,Fully Paid,20000,592131,B,3 years,3202,50000,01/10/2010,NJ
3000,19,Fully Paid,3000,592129,A,5 years,13561,75000,01/10/2010,LA
12000,24,Charged Off,12000,591054,A,9 years,3283,52000,01/10/2010,MI
25000,11,Fully Paid,25000,592060,F,10+ years,50613,125004,01/10/2010,MA
8400,14,Fully Paid,8400,590004,A,8 years,9346,60000,01/10/2010,FL
8400,23,Fully Paid,8400,592052,B,2 years,16675,65000,01/10/2010,OH
5000,16,Fully Paid,5000,592043,A,2 years,11542,68000,01/10/2010,GA
10000,11,Fully Paid,10000,592029,B,5 years,2195,23396,01/10/2010,OH
10000,21,Fully Paid,10000,592019,A,5 years,11790,50000,01/10/2010,NV
7750,10,Charged Off,7750,591989,A,1 year,3305,21424,01/10/2010,CA
4000,13,Fully Paid,4000,580279,A,1 year,294,43000,01/10/2010,OK
14000,39,Charged Off,14000,591965,C,5 years,3244,45500,01/10/2010,NJ
13000,43,Fully Paid,13000,591073,A,10+ years,45101,100000,01/10/2010,NY
5000,9,Fully Paid,5000,591885,D,4 years,1315,58800,01/10/2010,FL
5000,20,Fully Paid,5000,591857,B,10+ years,4612,61848,01/10/2010,NY
19750,23,Fully Paid,19750,591851,B,< 1 year,7594,45000,01/10/2010,NY
6000,30,Fully Paid,6000,591833,E,10+ years,2219,65000,01/10/2010,FL
20000,23,Fully Paid,20000,591828,A,3 years,18711,60000,01/10/2010,TX
8000,20,Charged Off,8000,591799,B,4 years,10499,48000,01/10/2010,MA
6000,13,Fully Paid,6000,591656,A,5 years,1251,38400,01/10/2010,NM
6500,12,Fully Paid,6500,591771,C,n/a,6067,44400,01/10/2010,SC
3000,30,Fully Paid,3000,591736,A,8 years,477,34800,01/10/2010,MI
9250,5,Fully Paid,9250,591733,E,2 years,15219,30000,01/10/2010,AZ
10000,13,Fully Paid,10000,591725,B,9 years,1903,85000,01/10/2010,CA
3000,9,Fully Paid,3000,591721,B,3 years,3958,25000,01/10/2010,TX
1200,10,Fully Paid,1200,591431,A,2 years,906,14400,01/10/2010,CA
6600,49,Fully Paid,6600,591699,A,5 years,11960,81000,01/10/2010,CO
13000,17,Fully Paid,13000,591700,D,4 years,5001,46800,01/10/2010,NY
13000,10,Fully Paid,13000,591683,C,3 years,15571,55000,01/10/2010,OH
4800,17,Charged Off,4800,591643,C,7 years,1120,38400,01/10/2010,NY
8000,21,Fully Paid,8000,566652,A,10+ years,742,75000,01/10/2010,CA
8000,16,Fully Paid,8000,591571,C,10+ years,118632,148000,01/10/2010,FL
16000,25,Fully Paid,16000,591552,A,10+ years,23262,60000,01/10/2010,MI
3000,5,Fully Paid,3000,591234,A,< 1 year,683,12000,01/10/2010,FL
15000,18,Fully Paid,15000,591503,A,2 years,1065,110000,01/10/2010,MO
14000,7,Fully Paid,14000,591029,D,4 years,3724,38760,01/10/2010,FL
11675,15,Fully Paid,11675,591496,B,10+ years,6169,54000,01/10/2010,CA
2000,21,Fully Paid,2000,591472,C,< 1 year,742,80000,01/10/2010,MD
10000,6,Fully Paid,10000,590504,G,< 1 year,10478,49200,01/10/2010,GA
24250,45,Charged Off,24250,583852,B,1 year,28263,95000,01/10/2010,FL
5000,20,Fully Paid,5000,591397,F,3 years,17255,104080,01/10/2010,NY
3000,26,Fully Paid,3000,591341,C,10+ years,1326,60500,01/10/2010,NY
20000,15,Fully Paid,20000,591330,B,10+ years,23483,48000,01/10/2010,AZ
3000,5,Fully Paid,3000,591298,C,4 years,441,18000,01/10/2010,CA
25000,25,Fully Paid,25000,591297,B,3 years,10554,56000,01/10/2010,CA
16800,25,Fully Paid,16800,462079,A,10+ years,1748,100000,01/10/2010,MA
12000,28,Fully Paid,12000,591265,A,5 years,14583,52000,01/10/2010,PA
20000,18,Fully Paid,20000,576501,C,1 year,18571,80000,01/10/2010,CA
25000,22,Fully Paid,25000,591247,D,10+ years,332,76500,01/10/2010,NY
25000,36,Fully Paid,25000,590590,E,9 years,40712,152004,01/10/2010,NY
6000,29,Fully Paid,6000,591194,B,< 1 year,15689,55000,01/10/2010,CA
6000,29,Fully Paid,6000,591178,B,4 years,16028,200000,01/10/2010,OK
2000,18,Fully Paid,2000,590776,C,1 year,1231,26400,01/10/2010,GA
15000,35,Fully Paid,15000,590273,C,10+ years,12028,648000,01/10/2010,NY
8000,48,Fully Paid,8000,591157,A,3 years,9396,42000,01/10/2010,NJ
20000,28,Fully Paid,20000,591091,E,8 years,92,70000,01/10/2010,NJ
5000,22,Charged Off,5000,591092,C,n/a,3766,16800,01/10/2010,OH
7800,20,Fully Paid,7800,590568,C,6 years,6961,33996,01/10/2010,CA
2500,14,Fully Paid,2500,591044,C,7 years,4001,73000,01/10/2010,CA
13650,12,Fully Paid,13650,571836,A,10+ years,5363,35000,01/10/2010,AZ
16800,30,Fully Paid,16800,590444,E,10+ years,5512,57000,01/10/2010,NJ
2400,10,Fully Paid,2400,589144,C,< 1 year,3676,25000,01/10/2010,CA
8000,7,Fully Paid,8000,590994,B,< 1 year,1517,31416,01/10/2010,FL
10000,18,Fully Paid,10000,591000,A,2 years,4980,23387,01/10/2010,PA
5000,18,Fully Paid,5000,590387,D,10+ years,7155,21000,01/10/2010,PA
9000,8,Fully Paid,9000,590946,D,9 years,0,69600,01/10/2010,CA
7000,14,Fully Paid,7000,590973,C,3 years,7356,42000,01/10/2010,NM
8000,9,Fully Paid,8000,590959,C,2 years,228,45000,01/10/2010,CA
23000,4,Fully Paid,23000,590933,C,7 years,8034,43385,01/10/2010,CA
2000,14,Charged Off,2000,590809,C,1 year,11651,38400,01/10/2010,IL
5500,11,Fully Paid,5500,589117,D,n/a,7773,18000,01/10/2010,MI
3000,40,Fully Paid,3000,590879,A,4 years,2062,30000,01/10/2010,FL
3500,24,Fully Paid,3500,589755,B,< 1 year,459,20004,01/10/2010,NJ
14000,25,Fully Paid,14000,590854,A,< 1 year,16087,78000,01/10/2010,TX
8800,21,Fully Paid,8800,590838,D,10+ years,275,71136,01/10/2010,FL
25000,32,Fully Paid,25000,590832,B,9 years,41693,171194,01/10/2010,NJ
9200,15,Fully Paid,9200,585291,B,1 year,5007,94568,01/10/2010,GA
6500,7,Fully Paid,6500,590817,D,5 years,1787,44400,01/10/2010,CA
2900,39,Fully Paid,2900,590494,B,4 years,6196,65000,01/10/2010,AL
7000,30,Fully Paid,7000,589635,C,1 year,0,47200,01/10/2010,WY
18000,13,Fully Paid,18000,590784,B,8 years,12061,50000,01/10/2010,SC
